Source,Target,counts,total_transaction_amount,Risk Index,Weight
CUST86178380,CUST89938830,1,800,0.6,480
CUST86193577,EXTERNAL123005,1,1577,0.3,473.1
CUST86193577,EXTERNAL359693,1,608,0.3,182.4
CUST86193577,EXTERNAL922917,1,4240,0.3,1272
CUST86249244,CUST79272838,1,1448.5,0.3,434.55
CUST86249244,EXTERNAL623068,1,1054,0.3,316.2
CUST86288838,CUST28453984,1,4203,0.3,1260.9
CUST86300753,CUST11240383,1,190,0.3,57
CUST86301491,CUST73980985,1,1182,0.6,709.2
CUST86301491,EXTERNAL330610,1,85.5,0.6,51.3
CUST86312241,CUST57288936,1,5326.5,0.6,3195.9
CUST86312241,EXTERNAL667107,1,4020,0.6,2412
CUST86447158,CUST77188529,1,241,0.3,72.3
CUST86542078,CUST81265791,1,100,0.3,30
CUST86580555,CUST54938421,1,19.5,0.3,5.85
CUST86582333,CUST13288612,1,3376,0.3,1012.8
CUST86582333,CUST81079233,1,1219,0.3,365.7
CUST86582333,CUST86587232,1,2841.5,0.3,852.45
CUST86587232,CUST40682551,1,3050,0.3,915
CUST86587232,CUST55120503,1,2448.5,0.3,734.55
CUST86587232,CUST57312630,1,27,0.3,8.1
CUST86587232,CUST70977942,1,4875,1,4875
CUST86587232,CUST87004445,1,970,0.3,291
CUST86587232,EXTERNAL235410,1,355,0.3,106.5
CUST86587232,EXTERNAL413952,1,4.5,0.3,1.35
CUST86587232,EXTERNAL469568,1,2302,0.3,690.6
CUST86591848,CUST54570501,1,282,0.3,84.6
CUST86783304,CUST30904591,1,66.5,0.3,19.95
CUST86806558,CUST34502455,1,2652.5,0.3,795.75
CUST86918580,EXTERNAL250753,1,1.5,0.3,0.45
CUST86981142,CUST67775829,1,24,0.3,7.2
CUST87004445,EXTERNAL995241,1,1028,0.3,308.4
CUST87067442,CUST97452978,1,372,0.3,111.6
CUST87088153,CUST52984491,1,1187.5,0.3,356.25
CUST87088153,CUST87779877,1,3754,0.3,1126.2
CUST87143686,CUST30904591,1,56,0.3,16.8
CUST87145435,CUST19913725,1,401,0.3,120.3
CUST87145435,EXTERNAL191712,1,2014.5,0.3,604.35
CUST87145435,EXTERNAL556199,1,10116,0.3,3034.8
CUST87184790,CUST74327086,1,430,0.3,129
CUST87202977,CUST24564765,1,1103,0.3,330.9
CUST87293186,CUST17098365,1,2516,0.3,754.8
CUST87306992,CUST60309652,1,172.5,0.3,51.75
CUST87388843,CUST40676834,1,371.5,0.6,222.9
CUST87448990,CUST64366640,1,335,0.6,201
CUST87448990,EXTERNAL769455,1,48705,0.6,29223
CUST87508238,EXTERNAL897509,1,910,0.3,273
CUST87536772,CUST99163899,1,1175,0.3,352.5
CUST87558691,CUST94577407,1,9,0.3,2.7
CUST87601743,CUST47035199,1,125.5,0.3,37.65
CUST87689548,CUST91335949,1,2050,0.3,615
CUST87689548,EXTERNAL780867,1,1814,0.3,544.2
CUST87720590,EXTERNAL808154,1,3832,0.3,1149.6
CUST87734216,EXTERNAL796777,1,91.5,0.3,27.45
CUST87756122,EXTERNAL359693,1,289,0.3,86.7
CUST87779877,CUST24105118,1,80,0.3,24
CUST87779877,CUST48233698,1,110,0.3,33
CUST87779877,CUST62260959,1,79.5,0.3,23.85
CUST87779877,CUST78554577,1,2618,0.3,785.4
CUST87779877,EXTERNAL218562,1,4014.5,0.3,1204.35
CUST87779877,EXTERNAL268698,1,344,0.3,103.2
CUST87779877,EXTERNAL457700,1,90,0.3,27
CUST87779877,EXTERNAL458191,1,68,0.3,20.4
CUST87779877,EXTERNAL625679,1,35,0.3,10.5
CUST87779877,EXTERNAL864173,1,640,0.3,192
CUST87816238,CUST57312630,1,28,0.3,8.4
CUST87838931,CUST55050625,1,830,0.3,249
CUST87865185,CUST23501713,1,104,0.3,31.2
CUST88015896,CUST12825907,1,302,0.3,90.6
CUST88063767,EXTERNAL964124,1,10,0.3,3
CUST88168984,CUST15182071,1,254,0.3,76.2
CUST88202891,CUST93823788,1,15,0.3,4.5
CUST88358966,EXTERNAL718485,1,68.5,0.3,20.55
CUST88375247,CUST18080503,1,238,0.6,142.8
CUST88434942,CUST68616911,1,509.5,0.6,305.7
CUST88460044,CUST68297791,1,734,0.3,220.2
CUST88588882,CUST53185470,1,882.5,0.3,264.75
CUST88666295,CUST75233380,1,126,0.6,75.6
CUST88666731,CUST55005800,1,272,0.3,81.6
CUST88698424,CUST89273283,1,2517.5,0.3,755.25
CUST88726962,CUST19764961,1,6477.5,0.3,1943.25
CUST88742195,CUST29156003,1,3553,0.3,1065.9
CUST88742195,CUST48935248,1,178,0.3,53.4
CUST88742195,EXTERNAL323214,1,1942,0.3,582.6
CUST88746945,CUST24434573,1,1116,0.3,334.8
CUST88768781,CUST32838242,1,542,0.6,325.2
CUST88797445,CUST44909054,1,379.5,0.6,227.7
CUST88813989,CUST99775407,1,28,0.3,8.4
CUST88866950,CUST11240383,1,208,0.3,62.4
CUST88970725,CUST90585792,1,126,0.3,37.8
CUST89020741,EXTERNAL231255,1,3264,0.3,979.2
CUST89020741,EXTERNAL468547,1,26844,0.3,8053.2
CUST89020741,EXTERNAL717505,1,4002.5,0.3,1200.75
CUST89137381,CUST22695181,1,868,0.3,260.4
CUST89137381,CUST67812121,1,200,0.3,60
CUST89137381,CUST81654004,1,3996,0.3,1198.8
CUST89137381,EXTERNAL487415,1,1181.5,0.3,354.45
CUST89137381,EXTERNAL677037,1,578,0.3,173.4
CUST89161657,EXTERNAL534167,1,460,0.3,138
CUST89180016,CUST47437733,1,526,0.3,157.8
CUST89183795,CUST48256664,1,0,0.6,0
CUST89201210,CUST22615097,1,84,0.3,25.2
CUST89201210,EXTERNAL418764,1,2411,0.3,723.3
CUST89297865,CUST23171841,1,530,0.6,318
CUST89385042,CUST28899102,1,520,0.3,156
CUST89416741,CUST38043470,1,1141,0.6,684.6
CUST89432953,CUST25290610,1,19906,0.6,11943.6
CUST89520280,EXTERNAL783336,1,358,0.3,107.4
CUST89597535,CUST40682551,1,102,0.3,30.6
CUST89726776,CUST92872028,1,766,0.3,229.8
CUST89807452,EXTERNAL373224,1,32,0.3,9.6
CUST89817186,CUST17247473,1,2003.5,0.3,601.05
CUST89817186,CUST17819938,1,3027,0.3,908.1
CUST89817186,CUST30914972,1,4750,0.3,1425
CUST89817186,CUST36228217,1,4096,0.3,1228.8
CUST89817186,EXTERNAL973148,1,5435,0.3,1630.5
CUST89838718,CUST15503361,2,24475.5,0.3,7342.65
CUST89868202,CUST49561640,1,1754,0.6,1052.4
CUST89868512,CUST38131074,1,633.5,0.6,380.1
CUST89878873,EXTERNAL428419,1,176.5,0.6,105.9
CUST89894016,CUST95392160,1,1150,0.3,345
CUST89915552,CUST48935248,1,103,0.3,30.9
CUST89933886,CUST70977942,1,2156,1,2156
CUST89933886,EXTERNAL295923,1,1815,0.3,544.5
CUST89933886,EXTERNAL976454,1,2254,0.3,676.2
CUST89955549,CUST82921884,1,10024.5,0.3,3007.35
CUST89955549,EXTERNAL163682,1,30101,0.3,9030.3
CUST89955549,EXTERNAL277763,1,19748.5,0.3,5924.55
CUST89955549,EXTERNAL734994,1,1900,0.3,570
CUST89960378,EXTERNAL453310,1,138,0.3,41.4
CUST89973302,EXTERNAL235410,1,100,0.3,30
CUST89982665,CUST34756871,1,2455.5,0.3,736.65
CUST90001364,CUST28899102,1,501,0.3,150.3
CUST90082596,CUST50875210,1,2603.5,0.3,781.05
CUST90094313,EXTERNAL626767,1,198,0.3,59.4
CUST90295739,CUST28453984,1,3795,0.3,1138.5
CUST90295739,CUST53103922,1,1804,0.3,541.2
CUST90295739,CUST73457399,1,3777,0.3,1133.1
CUST90297504,CUST55972340,1,920,0.6,552
CUST90297504,CUST79102421,1,2274.5,0.6,1364.7
CUST90297504,CUST82441195,1,2848,0.6,1708.8
CUST90297504,CUST89031816,1,1100,0.6,660
CUST90297504,EXTERNAL249421,1,1387,0.6,832.2
CUST90297504,EXTERNAL455104,1,9567,0.6,5740.2
CUST90297504,EXTERNAL492309,1,8104,0.6,4862.4
CUST90297504,EXTERNAL840993,1,9366,0.6,5619.6
CUST90319384,CUST19459381,1,94.5,0.6,56.7
CUST90319384,EXTERNAL655093,1,5420,0.6,3252
CUST90330140,EXTERNAL588896,1,70,0.6,42
CUST90356962,CUST48372369,1,4610,0.6,2766
CUST90356962,CUST54119655,1,3216,0.6,1929.6
CUST90356962,CUST86368599,1,226,0.6,135.6
CUST90356962,EXTERNAL717568,1,6964.5,0.6,4178.7
CUST90356962,EXTERNAL747607,1,4838,0.6,2902.8
CUST90380110,EXTERNAL483111,1,1715.5,0.3,514.65
CUST90429433,CUST18826840,1,95,0.3,28.5
CUST90442430,CUST54458295,1,452,0.6,271.2
CUST90442626,CUST60309652,1,1409,0.3,422.7
CUST90442626,CUST88742195,1,1985,0.3,595.5
CUST90455612,CUST16968541,1,1800,0.6,1080
CUST90455612,CUST19744784,1,1385,0.6,831
CUST90455612,CUST33005094,1,2665,0.6,1599
CUST90455612,EXTERNAL460425,1,1700,0.6,1020
CUST90497271,CUST19899906,1,5237.5,0.3,1571.25
CUST90497271,CUST21530272,1,524,0.3,157.2
CUST90497271,EXTERNAL636571,1,20705.5,0.3,6211.65
CUST90501518,CUST69837875,1,219,0.3,65.7
CUST90513153,CUST40703038,1,408,0.6,244.8
CUST90637491,CUST38131074,1,51.5,0.6,30.9
CUST90691249,CUST11025700,1,1983.5,0.3,595.05
CUST90691309,CUST93823788,1,592.5,0.3,177.75
CUST90724349,CUST67882150,1,495,0.3,148.5
CUST90734534,EXTERNAL801218,1,404,0.3,121.2
CUST90891949,EXTERNAL282363,1,366,0.6,219.6
CUST90895337,CUST38566003,1,663,0.3,198.9
CUST90942880,CUST11240383,1,221,0.3,66.3
CUST90944243,CUST19045186,1,1685,0.3,505.5
CUST90944243,CUST89733037,1,1044.5,0.3,313.35
CUST90944243,EXTERNAL110639,1,1000,0.3,300
CUST90947322,CUST77650473,1,1427.5,0.6,856.5
CUST90947322,EXTERNAL471527,1,1290,0.3,387
CUST90977904,CUST64546436,1,5922,0.3,1776.6
CUST91024272,CUST14202902,1,1125,0.3,337.5
CUST91024272,CUST80637251,1,1191,0.3,357.3
CUST91024272,EXTERNAL268698,1,327,0.3,98.1
CUST91024272,EXTERNAL599011,1,1286,0.3,385.8
CUST91035194,CUST12586309,1,407,0.3,122.1
CUST91095203,CUST87004445,1,80,0.3,24
CUST91097166,CUST12694182,1,384,0.6,230.4
CUST91111255,CUST43421234,1,105.5,0.3,31.65
CUST91140716,CUST25290610,1,348,0.6,208.8
CUST91156693,CUST22695181,1,1465,0.3,439.5
CUST91290664,CUST77258732,1,74.5,0.3,22.35
CUST91350071,CUST55614695,1,1440,0.3,432
CUST91358635,CUST85893508,1,836,0.3,250.8
CUST91379645,CUST71482189,1,1920,0.3,576
CUST91414059,CUST47238196,1,1960,0.3,588
CUST91414059,CUST48935248,1,281,0.3,84.3
CUST91414059,EXTERNAL214718,1,2015,0.3,604.5
CUST91414059,EXTERNAL603161,1,1074,0.3,322.2
CUST91414059,EXTERNAL891945,1,1648,0.3,494.4
CUST91491547,CUST26958534,1,372.5,0.3,111.75
CUST91518886,CUST17796980,1,275,0.3,82.5
CUST91609441,CUST74652114,1,31,0.6,18.6
CUST91609786,EXTERNAL791361,1,75,0.6,45
CUST91615836,EXTERNAL235410,1,718,0.3,215.4
CUST91617139,EXTERNAL330610,1,115.5,0.6,69.3
CUST91633011,CUST34756871,1,1685,0.3,505.5
CUST91714759,CUST96623800,1,5075.5,0.3,1522.65
CUST91714759,EXTERNAL112651,1,1053.5,0.3,316.05
CUST91714759,EXTERNAL274046,1,12306.5,0.3,3691.95
CUST91714759,EXTERNAL406603,1,3644,0.3,1093.2
CUST91714759,EXTERNAL773205,1,4063.5,0.3,1219.05
CUST91716472,CUST50875210,1,4143,0.3,1242.9
CUST91716557,CUST44710962,1,14,0.6,8.4
CUST91724868,EXTERNAL235410,1,491.5,0.3,147.45
CUST91726981,CUST54719910,1,913,0.6,547.8
CUST91832922,CUST78293033,1,185.5,0.3,55.65
CUST91911031,CUST19764961,1,2846,0.3,853.8
CUST91925044,EXTERNAL282363,1,29,0.6,17.4
CUST91970902,EXTERNAL642559,1,154,0.3,46.2
CUST91975392,EXTERNAL701668,1,20,0.3,6
CUST91988709,CUST67094114,1,695,0.3,208.5
CUST92057127,CUST97452978,1,90,0.3,27
CUST92137605,CUST97117409,1,114,0.3,34.2
CUST92137605,EXTERNAL963631,1,4125.5,0.3,1237.65
CUST92215365,CUST41274277,1,383.5,0.3,115.05
CUST92294792,CUST50875210,1,714,0.3,214.2
CUST92313610,CUST19764961,1,2260,0.3,678
CUST92313610,CUST22498420,1,2646,0.3,793.8
CUST92313610,CUST24474339,1,1000,0.3,300
CUST92448389,EXTERNAL135838,1,681,0.6,408.6
CUST92472906,EXTERNAL117176,1,53,0.3,15.9
CUST92532756,CUST89255843,1,991.5,0.3,297.45
CUST92627394,CUST32283109,1,634.5,0.3,190.35
CUST92628888,EXTERNAL824431,1,2,0.6,1.2
CUST92670137,EXTERNAL531933,1,533.5,0.6,320.1
CUST92678602,CUST92105501,1,425,0.6,255
CUST92738141,CUST21142837,1,349.5,0.3,104.85
CUST92741397,CUST52984491,1,261.5,0.3,78.45
CUST92741397,CUST87779877,1,234,0.3,70.2
CUST93014970,CUST42979811,1,12447.5,0.6,7468.5
CUST93014970,CUST88642961,1,3909,0.6,2345.4
CUST93014970,EXTERNAL554505,1,20762,0.6,12457.2
CUST93052452,CUST38131074,1,69,0.6,41.4
CUST93082199,CUST29156003,1,1847,0.3,554.1
CUST93197375,EXTERNAL588896,1,2043,0.6,1225.8
CUST93309015,EXTERNAL303366,1,779,0.3,233.7
CUST93315149,CUST13944316,1,82.5,0.6,49.5
CUST93365087,CUST81422005,1,1226,0.6,735.6
CUST93365087,CUST93157710,1,548,0.6,328.8
CUST93410522,CUST99654164,1,2877.5,0.3,863.25
CUST93410522,EXTERNAL183590,1,3052,0.3,915.6
CUST93508061,EXTERNAL531250,1,85,0.3,25.5
CUST93542575,CUST39070172,1,2086,0.3,625.8
CUST93542575,CUST77258732,1,1270,0.3,381
CUST93572883,CUST93823788,1,65,0.3,19.5
CUST93614811,CUST87261752,1,290,0.6,174
CUST93628665,CUST89137381,1,51,0.3,15.3
CUST93645517,CUST59580874,1,1382.5,0.3,414.75
CUST93645517,CUST68555173,1,249,0.3,74.7
CUST93645517,EXTERNAL618613,1,2400,0.3,720
CUST93671870,CUST28899102,1,64,0.3,19.2
CUST93690297,CUST18277944,1,2340,0.6,1404
CUST93690297,CUST93300931,1,4758,0.6,2854.8
CUST93697369,CUST55005800,1,1870,0.3,561
CUST93760768,CUST93157710,1,161,0.6,96.6
CUST93823788,CUST17551896,1,17647.5,0.3,5294.25
CUST93823788,CUST35358831,1,940,0.3,282
CUST93823788,CUST54368438,1,3058,0.3,917.4
CUST93823788,EXTERNAL895082,1,1453,0.3,435.9
CUST93857279,CUST55005800,1,4260,0.3,1278
CUST93932930,CUST90227869,1,3225,0.3,967.5
CUST93943177,CUST85302937,1,121,0.3,36.3
CUST93954473,EXTERNAL419172,1,212.5,0.3,63.75
CUST94059988,CUST29023114,1,793.5,0.6,476.1
CUST94059988,EXTERNAL190628,1,1518,0.6,910.8
CUST94073583,EXTERNAL406603,1,62,0.3,18.6
CUST94108191,CUST49112623,1,102,0.3,30.6
CUST94111000,CUST47110564,1,290,0.3,87
CUST94129711,CUST87731042,1,258,0.3,77.4
CUST94218603,CUST32283109,1,1990,0.3,597
CUST94362262,CUST54405614,1,1252,0.6,751.2
CUST94362262,CUST76796522,1,2740,0.6,1644
CUST94362262,EXTERNAL491334,1,428.5,0.6,257.1
CUST94362384,CUST25290610,1,1007,0.6,604.2
CUST94382531,EXTERNAL806954,1,2437.5,0.3,731.25
CUST94401179,CUST70977942,1,3104.5,1,3104.5
CUST94452264,CUST75162978,1,487,0.3,146.1
CUST94546696,EXTERNAL487415,1,1045,0.3,313.5
CUST94546696,EXTERNAL591559,1,17950.5,0.3,5385.15
CUST94581042,CUST87004445,1,1048,0.3,314.4
CUST94650007,CUST78554577,1,200,0.3,60
CUST94694482,CUST11240383,1,224,0.3,67.2
CUST94784373,CUST50071501,1,3606,0.3,1081.8
CUST94786792,CUST31937466,1,729,0.3,218.7
CUST94791408,EXTERNAL163718,1,878,0.6,526.8
CUST94818540,CUST72055524,1,2905,0.3,871.5
CUST94850463,CUST51555596,1,116,0.3,34.8
CUST94850463,EXTERNAL762418,1,17200,0.3,5160
CUST94905237,CUST39813987,1,2309,0.3,692.7
CUST94929836,CUST21142837,1,238.5,0.3,71.55
CUST94929836,CUST54180173,1,1230,0.3,369
CUST94929836,CUST55226159,1,1320,0.3,396
CUST94929836,EXTERNAL661505,1,1394,0.3,418.2
CUST94993571,CUST52898455,1,280,0.3,84
CUST95028762,CUST17055854,1,1170,0.3,351
CUST95028762,CUST20366299,1,2128.5,0.3,638.55
CUST95028762,EXTERNAL800073,1,1800,0.3,540
CUST95028825,CUST30794018,1,110.5,0.6,66.3
CUST95028825,EXTERNAL637432,1,141,0.6,84.6
CUST95068080,CUST43062000,1,2318,0.3,695.4
CUST95068080,EXTERNAL876757,1,3764,0.3,1129.2
CUST95166275,CUST18010577,1,170,0.6,102
CUST95253985,CUST49442340,1,25,0.6,15
CUST95429262,CUST36687448,1,1143,0.6,685.8
CUST95568079,CUST94918950,1,147.5,0.6,88.5
CUST95587160,EXTERNAL964124,1,33443.5,0.3,10033.05
CUST95649366,EXTERNAL646318,1,564,0.3,169.2
CUST95706352,CUST28295610,1,8,0.3,2.4
CUST95757658,EXTERNAL218562,1,4718,0.3,1415.4
CUST95757658,EXTERNAL913249,1,2997,0.3,899.1
CUST95757658,EXTERNAL919989,1,1880.5,0.3,564.15
CUST95800599,EXTERNAL515619,1,237.5,0.3,71.25
CUST95802613,EXTERNAL115468,1,1074,0.3,322.2
CUST95802613,EXTERNAL717927,1,31,0.3,9.3
CUST95822944,CUST77258732,1,369,0.3,110.7
CUST95850490,CUST87004445,1,580,0.3,174
CUST95891970,EXTERNAL117176,1,96,0.3,28.8
CUST95907549,CUST20442883,1,77,0.3,23.1
CUST95912692,CUST35740537,1,65.5,0.6,39.3
CUST95914991,CUST38966266,1,1026,0.3,307.8
CUST95928132,CUST44710962,1,1584.5,0.6,950.7
CUST95928132,CUST86075806,1,1785.5,0.6,1071.3
CUST95928132,EXTERNAL282363,1,1318,0.6,790.8
CUST95962770,CUST89255843,1,57.5,0.3,17.25
CUST96055925,CUST90227869,1,671.5,0.3,201.45
CUST96087327,CUST87635633,1,141.5,0.3,42.45
CUST96201122,CUST64222586,1,5142,0.3,1542.6
CUST96314716,CUST48804147,1,28,0.3,8.4
CUST96355706,EXTERNAL897509,1,140,0.3,42
CUST96415364,CUST89137381,1,2573,0.3,771.9
CUST96421627,CUST68297791,1,238,0.3,71.4
CUST96469929,EXTERNAL135838,1,226.5,0.6,135.9
CUST96481963,CUST50071501,1,215,0.3,64.5
CUST96516710,EXTERNAL448706,1,64,0.6,38.4
CUST96561084,CUST24539383,1,622.5,0.3,186.75
CUST96633928,CUST54606598,1,197,0.6,118.2
CUST96633928,EXTERNAL588896,1,198,0.6,118.8
CUST96639826,CUST87727321,1,6372,0.3,1911.6
CUST96645613,CUST24539383,1,2406,0.3,721.8
CUST96661303,EXTERNAL995241,1,5194,0.3,1558.2
CUST96809637,EXTERNAL970947,1,100,0.6,60
CUST96815531,CUST32007618,1,2036.5,0.3,610.95
CUST96815531,CUST57529870,1,1730,0.3,519
CUST96815531,EXTERNAL377966,1,1582,0.3,474.6
CUST96879946,CUST85893508,1,889,0.3,266.7
CUST96968719,EXTERNAL363105,1,23545,0.3,7063.5
CUST96996451,EXTERNAL368915,1,23,0.6,13.8
CUST97021924,CUST88355131,1,810,0.3,243
CUST97030765,CUST20015461,1,9685,0.3,2905.5
CUST97030765,CUST45715683,1,31584,0.3,9475.2
CUST97030765,CUST94057295,1,15491,0.3,4647.3
CUST97044954,CUST83823297,1,277.5,0.3,83.25
CUST97044954,EXTERNAL613182,1,2194,0.3,658.2
CUST97051862,CUST64222586,1,896.5,0.3,268.95
CUST97078182,EXTERNAL806954,1,1952,0.3,585.6
CUST97079668,CUST39791936,1,104.5,0.6,62.7
CUST97079668,EXTERNAL257199,1,5661,0.6,3396.6
CUST97117843,CUST35072124,1,983.5,0.3,295.05
CUST97117843,CUST90227869,1,669,0.3,200.7
CUST97417692,CUST51470945,1,22,0.3,6.6
CUST97487654,CUST83823297,1,332,0.3,99.6
CUST97530953,EXTERNAL428419,1,1005,0.6,603
CUST97545787,CUST77258732,1,145.5,0.3,43.65
CUST97554293,EXTERNAL677037,1,4,0.3,1.2
CUST97634421,EXTERNAL659042,1,2645,0.3,793.5
CUST97719636,CUST35875963,1,28,0.3,8.4
CUST97743364,CUST89273283,1,2094,0.3,628.2
CUST97962618,CUST12344389,1,1982.5,0.3,594.75
CUST97974328,CUST21142837,1,358.5,0.3,107.55
CUST97974328,EXTERNAL974460,1,4335,0.3,1300.5
CUST97979052,CUST76493457,1,4351,0.3,1305.3
CUST98186122,EXTERNAL733654,1,518,0.3,155.4
CUST98189818,EXTERNAL106457,1,1460,0.6,876
CUST98189818,EXTERNAL279728,1,629,0.6,377.4
CUST98238554,CUST11563228,1,50,0.6,30
CUST98252322,EXTERNAL646579,1,2350,0.3,705
CUST98262263,CUST50810697,1,76.5,0.3,22.95
CUST98262263,CUST56883807,1,2974,0.3,892.2
CUST98262263,CUST82059495,1,259,0.3,77.7
CUST98262263,EXTERNAL107859,1,264,0.3,79.2
CUST98262263,EXTERNAL277162,1,53,0.3,15.9
CUST98262263,EXTERNAL453310,1,6044.5,0.3,1813.35
CUST98262263,EXTERNAL483111,1,2144,0.3,643.2
CUST98262263,EXTERNAL717505,1,3830.5,0.3,1149.15
CUST98262263,EXTERNAL969368,1,2381.5,0.3,714.45
CUST98265956,CUST54719910,1,527,0.6,316.2
CUST98361019,CUST87261752,1,262,0.6,157.2
CUST98368862,EXTERNAL970947,1,5253,0.6,3151.8
CUST98437567,CUST88436666,1,105,0.3,31.5
CUST98453642,EXTERNAL659042,1,141,0.3,42.3
CUST98692742,CUST99559288,1,28,0.3,8.4
CUST98693116,CUST22575999,1,354,0.3,106.2
CUST98731195,EXTERNAL646579,1,1164,0.3,349.2
CUST98751418,CUST56743898,1,1443,0.3,432.9
CUST98751418,CUST79138251,1,1260,0.3,378
CUST98751418,CUST99163899,1,1517,0.3,455.1
CUST98751418,EXTERNAL977626,1,1550,0.3,465
CUST98825753,CUST98262263,1,1385,0.3,415.5
CUST98825753,EXTERNAL166442,1,4240,0.3,1272
CUST98840303,CUST31304165,1,3806,0.3,1141.8
CUST98885333,CUST84709973,1,22,0.6,13.2
CUST98903556,CUST47437733,1,1220,0.3,366
CUST98938445,CUST28074411,1,753,0.3,225.9
CUST99035537,EXTERNAL282363,1,4866,0.6,2919.6
CUST99054324,CUST77188529,1,159,0.3,47.7
CUST99078762,CUST79971636,1,659.5,0.6,395.7
CUST99122642,EXTERNAL107261,1,260,0.6,156
CUST99163899,CUST32283109,1,2700,0.3,810
CUST99163899,CUST61725625,1,105,0.3,31.5
CUST99163899,CUST80429850,1,800,0.3,240
CUST99163899,CUST83970800,1,157,0.3,47.1
CUST99163899,CUST99559288,1,6225.5,0.3,1867.65
CUST99163899,EXTERNAL184646,1,6544,0.3,1963.2
CUST99163899,EXTERNAL239377,1,656,0.3,196.8
CUST99176349,CUST88580410,1,1100,0.3,330
CUST99176349,EXTERNAL201857,1,1144,0.3,343.2
CUST99218151,CUST69307740,1,615,0.3,184.5
CUST99226647,CUST17997346,1,249,0.3,74.7
CUST99437922,CUST80038227,1,34,0.3,10.2
CUST99559288,CUST93823788,1,6843,0.3,2052.9
CUST99574077,CUST81654004,1,3220,0.3,966
CUST99587813,CUST34502455,1,200,0.3,60
CUST99588065,CUST98184225,1,2595,0.3,778.5
CUST99651515,CUST19045186,1,303,0.3,90.9
CUST99711782,CUST26958534,1,585,0.3,175.5
CUST99768819,EXTERNAL604927,1,30,0.6,18
CUST99774645,CUST13316799,1,416,0.3,124.8
CUST99776796,EXTERNAL786905,1,155,0.3,46.5
CUST99824379,CUST82059495,1,329.5,0.3,98.85
CUST99834514,CUST38619845,1,75,0.3,22.5
CUST99853257,CUST28453984,1,54,0.3,16.2
CUST99889838,CUST91199927,1,405,0.3,121.5
CUST99909284,EXTERNAL195770,1,329,0.3,98.7
CUST99971363,CUST12694182,1,1760,0.6,1056
EXTERNAL100877,CUST83124299,1,1478.5,0.3,443.55
EXTERNAL101573,CUST88436666,1,311,0.3,93.3
EXTERNAL101734,CUST51555596,1,100,0.3,30
EXTERNAL102170,CUST48804147,1,1297,0.3,389.1
EXTERNAL103302,CUST15182071,1,1965,0.3,589.5
EXTERNAL103564,CUST31290969,1,56,0.3,16.8
EXTERNAL106313,CUST46447625,1,493.5,0.3,148.05
EXTERNAL106341,CUST30749905,1,110,0.3,33
EXTERNAL106374,CUST67882150,1,12734,0.3,3820.2
EXTERNAL106445,CUST24889770,1,96.5,0.3,28.95
EXTERNAL106445,CUST35072124,1,87.5,0.3,26.25
EXTERNAL106457,CUST19791581,1,810,0.3,243
EXTERNAL106457,CUST72055524,1,1000,0.3,300
EXTERNAL106457,CUST78803542,1,1120,0.3,336
EXTERNAL106510,CUST30749905,1,172,0.3,51.6
EXTERNAL106732,CUST48478896,1,8054,0.6,4832.4
EXTERNAL106732,CUST73810538,1,9097,0.6,5458.2
EXTERNAL106732,CUST76469825,1,5812,0.6,3487.2
EXTERNAL107886,CUST94687811,1,465,0.3,139.5
EXTERNAL108979,CUST83256896,1,392,0.3,117.6
EXTERNAL109375,CUST39648535,1,1298,0.3,389.4
EXTERNAL109735,CUST35358831,1,163,0.3,48.9
EXTERNAL110568,CUST54458295,1,413,0.6,247.8
EXTERNAL111407,CUST47437733,1,629,0.3,188.7
EXTERNAL111407,CUST91199927,1,1377,0.3,413.1
EXTERNAL111581,CUST84955420,1,46,0.6,27.6
EXTERNAL112014,CUST62850658,1,1200,0.3,360
EXTERNAL112763,CUST75162978,1,0,0.3,0
EXTERNAL113708,CUST43422083,1,575,0.3,172.5
EXTERNAL114379,CUST53103922,1,484,0.3,145.2
EXTERNAL114554,CUST93300931,1,1135,0.6,681
EXTERNAL114842,CUST28453984,1,790,0.3,237
EXTERNAL114943,CUST32417932,1,1450,0.3,435
EXTERNAL115117,CUST44348689,1,4414,0.3,1324.2
EXTERNAL115117,CUST72239801,1,1932,0.3,579.6
EXTERNAL115428,CUST13311146,1,1370,0.3,411
EXTERNAL115428,CUST45674350,1,3848,1,3848
EXTERNAL115428,CUST81265791,1,5150,0.3,1545
EXTERNAL115752,CUST30904591,1,126.5,0.3,37.95
EXTERNAL115752,CUST38043470,1,100,0.6,60
EXTERNAL117326,CUST51794708,1,699,0.3,209.7
EXTERNAL117762,CUST10198185,1,1102,0.3,330.6
EXTERNAL117762,CUST18541723,1,1200,0.3,360
EXTERNAL117762,CUST68555173,1,163.5,0.3,49.05
EXTERNAL120518,CUST54719910,1,54,0.6,32.4
EXTERNAL120953,CUST54606598,1,1820,0.6,1092
EXTERNAL121789,CUST33059790,1,140,1,140
EXTERNAL123905,CUST77920458,1,403.5,0.3,121.05
EXTERNAL124242,CUST49561640,1,3049.5,0.6,1829.7
EXTERNAL124278,CUST77604888,1,515.5,0.6,309.3
EXTERNAL124579,CUST25100749,1,106,0.3,31.8
EXTERNAL125225,CUST24433165,1,1272,0.6,763.2
EXTERNAL125821,CUST82211624,1,382,0.3,114.6
EXTERNAL126188,CUST55614695,1,910,0.3,273
