Source,Target,counts,Amount,Risk Index,Weight
EXTERNAL842003,CUST28984415,1,2428,0.3,728.4
EXTERNAL305369,CUST88436666,1,2427,0.3,728.1
EXTERNAL223243,CUST64222586,1,2422,0.3,726.6
CUST15182071,CUST44777016,1,2421.5,0.3,726.45
CUST33059790,EXTERNAL590333,1,2420,1,2420
CUST40154160,CUST45715683,1,2420,0.3,726
CUST78749858,CUST54570501,1,2420,0.3,726
CUST56131347,CUST84218357,1,2416.5,0.3,724.95
CUST15281904,EXTERNAL347878,1,2414.5,0.3,724.35
CUST89201210,EXTERNAL418764,1,2411,0.3,723.3
CUST96645613,CUST24539383,1,2406,0.3,721.8
CUST93645517,EXTERNAL618613,1,2400,0.3,720
EXTERNAL803275,CUST48804147,1,2400,0.3,720
CUST83819139,CUST31290969,1,2396,0.3,718.8
CUST32349877,EXTERNAL390460,1,2392,0.3,717.6
EXTERNAL851807,CUST50071501,1,2388,0.3,716.4
CUST82116037,EXTERNAL552039,1,2384,0.3,715.2
EXTERNAL865152,CUST34502455,1,2384,0.3,715.2
CUST62829842,EXTERNAL117176,1,2382,0.3,714.6
EXTERNAL577290,CUST90480699,1,2382,0.3,714.6
CUST98262263,EXTERNAL969368,1,2381.5,0.3,714.45
CUST17492410,CUST19764961,1,2381,0.3,714.3
CUST33059790,CUST43062000,1,2380.5,1,2380.5
EXTERNAL301029,CUST89255843,1,2375.5,0.3,712.65
CUST14696376,CUST53103922,1,2370.5,0.3,711.15
CUST30890570,CUST67775829,1,2370,0.3,711
EXTERNAL415298,CUST19764961,1,2370,0.3,711
EXTERNAL817034,CUST78293033,1,2370,0.3,711
CUST82945876,CUST15182071,1,2359,0.3,707.7
CUST12187524,CUST88188600,1,2350,0.3,705
CUST98252322,EXTERNAL646579,1,2350,0.3,705
EXTERNAL270439,CUST91758075,1,2334,0.3,700.2
EXTERNAL989191,CUST19222074,1,2330,0.3,699
CUST31652369,CUST16790830,1,2326,0.3,697.8
EXTERNAL144748,CUST68147585,1,2320,0.3,696
CUST95068080,CUST43062000,1,2318,0.3,695.4
EXTERNAL821563,CUST78554577,1,2318,0.3,695.4
CUST94905237,CUST39813987,1,2309,0.3,692.7
EXTERNAL175455,CUST72239801,1,2304,0.3,691.2
CUST86587232,EXTERNAL469568,1,2302,0.3,690.6
EXTERNAL576756,CUST33532052,1,2300,0.3,690
EXTERNAL821936,CUST44451318,1,2300,0.3,690
CUST15535614,CUST28813703,1,2295,0.3,688.5
EXTERNAL536647,CUST93669479,1,2294,0.3,688.2
CUST28375229,CUST44777016,1,2289,0.3,686.7
EXTERNAL238024,CUST94687811,1,2282.5,0.3,684.75
CUST28125890,CUST39813987,1,2282,0.3,684.6
CUST68851747,EXTERNAL646579,1,2270,0.3,681
EXTERNAL840984,CUST93669479,1,2270,0.3,681
CUST12852950,CUST35475939,1,2266,0.3,679.8
EXTERNAL424293,CUST54938421,1,2266,0.3,679.8
EXTERNAL132127,CUST30904591,1,2264,0.3,679.2
CUST48192481,EXTERNAL483111,1,2263.5,0.3,679.05
CUST92313610,CUST19764961,1,2260,0.3,678
EXTERNAL975330,CUST51794708,1,2255,0.3,676.5
CUST89933886,EXTERNAL976454,1,2254,0.3,676.2
EXTERNAL440056,CUST90346975,1,2254,0.3,676.2
CUST44348689,CUST50875210,1,2252,0.3,675.6
EXTERNAL360418,CUST50875210,1,2251,0.3,675.3
EXTERNAL728358,CUST86193577,1,2250.5,0.3,675.15
EXTERNAL392016,CUST89273283,1,2248.5,0.3,674.55
CUST36704314,CUST56743935,1,2247.5,0.3,674.25
EXTERNAL382127,CUST26141961,1,2243,0.3,672.9
CUST42794862,EXTERNAL743527,1,2242.5,0.3,672.75
CUST36508320,EXTERNAL585317,1,2240,0.3,672
EXTERNAL290724,CUST61709557,1,2235.5,0.3,670.65
EXTERNAL166159,CUST41185146,1,2235,0.3,670.5
CUST18945253,CUST17871991,1,2229.5,0.3,668.85
CUST62985716,CUST70514855,1,2226,0.3,667.8
CUST19791581,EXTERNAL710460,1,2225,0.3,667.5
CUST41020586,EXTERNAL613182,1,2223,0.3,666.9
CUST19292234,CUST92645024,1,2221,0.3,666.3
CUST65863269,CUST90921813,1,2216.5,0.3,664.95
CUST32614423,CUST39813987,1,2216,0.3,664.8
CUST62878936,EXTERNAL801218,1,2212.5,0.3,663.75
EXTERNAL284428,CUST50071501,1,2211,0.3,663.3
CUST65697157,CUST20442883,1,2210,0.3,663
CUST57199256,EXTERNAL469650,1,2206.5,0.3,661.95
CUST32614423,CUST28813703,1,2200,0.3,660
CUST97044954,EXTERNAL613182,1,2194,0.3,658.2
CUST33059790,EXTERNAL201857,1,2192,1,2192
EXTERNAL328038,CUST58130513,1,2190,0.3,657
EXTERNAL957554,CUST53069370,1,2189,0.3,656.7
CUST59417911,EXTERNAL806954,1,2188,0.3,656.4
CUST39878673,CUST54938421,1,2184,0.3,655.2
CUST75072593,CUST68149146,1,2182,0.3,654.6
CUST70757818,CUST63181875,1,2180,0.3,654
EXTERNAL304204,CUST31290969,1,2180,0.3,654
EXTERNAL920073,CUST31652369,1,2179.5,0.3,653.85
EXTERNAL754609,CUST15503361,1,2168,0.3,650.4
EXTERNAL722349,CUST82985124,1,2165,0.3,649.5
EXTERNAL654112,CUST43421234,1,2164.5,0.3,649.35
CUST17098365,CUST73457399,1,2163,0.3,648.9
EXTERNAL550452,CUST50338284,1,2161.5,0.3,648.45
CUST47245939,EXTERNAL250753,1,2160,0.3,648
CUST89933886,CUST70977942,1,2156,1,2156
EXTERNAL214341,CUST87004445,2,2155.5,0.3,646.65
CUST98262263,EXTERNAL483111,1,2144,0.3,643.2
CUST66082220,CUST68149146,1,2141,0.3,642.3
EXTERNAL946348,CUST12910352,1,2136.5,0.3,640.95
CUST13316799,CUST77188529,1,2134,0.3,640.2
EXTERNAL423443,CUST39813987,1,2129.5,0.3,638.85
EXTERNAL549508,CUST98262263,1,2129,0.3,638.7
CUST32902928,CUST48227096,1,2128.5,0.3,638.55
CUST95028762,CUST20366299,1,2128.5,0.3,638.55
CUST13577647,EXTERNAL733654,1,2120,0.3,636
CUST12268249,CUST77188529,1,2116,0.3,634.8
CUST72402080,CUST46447625,1,2115.5,0.3,634.65
CUST41389294,EXTERNAL646579,1,2112.5,0.3,633.75
EXTERNAL681605,CUST29363052,1,2105,0.3,631.5
CUST38558862,CUST75006416,1,2102,0.3,630.6
EXTERNAL214066,CUST89291356,1,2096.5,0.3,628.95
CUST31369552,CUST48127760,1,2094.5,0.3,628.35
CUST29386094,CUST78803542,1,2094,0.3,628.2
CUST97743364,CUST89273283,1,2094,0.3,628.2
CUST35495247,CUST98167837,1,2091,0.3,627.3
CUST38558862,EXTERNAL345251,1,2089.5,0.3,626.85
EXTERNAL224423,CUST43422083,1,2088,0.3,626.4
CUST46106099,CUST89273283,1,2086.5,0.3,625.95
CUST93542575,CUST39070172,1,2086,0.3,625.8
EXTERNAL252045,CUST64222586,1,2079.5,0.3,623.85
CUST39070172,CUST31290969,1,2077,0.3,623.1
EXTERNAL193590,CUST50875210,1,2070,0.3,621
EXTERNAL327023,CUST50237501,1,2066,0.3,619.8
EXTERNAL650913,CUST57853649,1,2065,0.3,619.5
EXTERNAL957554,CUST63600536,1,2056,0.3,616.8
EXTERNAL565186,CUST21436537,1,2054,0.3,616.2
CUST50237501,CUST66054968,1,2050,0.3,615
CUST70463049,CUST72239801,1,2050,0.3,615
CUST87689548,CUST91335949,1,2050,0.3,615
CUST47350723,CUST83205189,1,2049,0.3,614.7
EXTERNAL579023,CUST90585792,1,2046,0.3,613.8
CUST36075191,EXTERNAL474208,1,2045,0.3,613.5
CUST40748487,EXTERNAL311013,1,2045,0.3,613.5
CUST26886462,CUST98262263,1,2044,0.3,613.2
EXTERNAL251784,CUST83881392,1,2040,0.3,612
EXTERNAL887068,CUST19791581,1,2040,0.3,612
CUST51272629,CUST78554577,1,2039.5,0.3,611.85
EXTERNAL827137,CUST45577461,1,2039,0.3,611.7
EXTERNAL549508,CUST24255560,1,2038,0.3,611.4
CUST96815531,CUST32007618,1,2036.5,0.3,610.95
EXTERNAL892205,CUST64546436,1,2034.5,0.3,610.35
EXTERNAL285340,CUST88436666,1,2033,0.3,609.9
CUST32417932,EXTERNAL637378,1,2030,0.3,609
CUST55502501,EXTERNAL475289,1,2029,0.3,608.7
EXTERNAL374419,CUST99281574,1,2029,0.3,608.7
EXTERNAL604646,CUST87635633,1,2024,0.3,607.2
EXTERNAL200260,CUST32007618,1,2023,0.3,606.9
CUST30222372,CUST73800248,1,2020,0.3,606
EXTERNAL490568,CUST14421422,1,2020,0.3,606
CUST19222074,CUST97608242,1,2018,0.3,605.4
CUST14421422,CUST23591126,1,2017,0.3,605.1
CUST91414059,EXTERNAL214718,1,2015,0.3,604.5
CUST87145435,EXTERNAL191712,1,2014.5,0.3,604.35
CUST13959709,CUST44777016,1,2014,0.3,604.2
CUST63683643,EXTERNAL666837,1,2009.5,0.3,602.85
CUST15503361,CUST71109760,1,2006,0.3,601.8
EXTERNAL132127,CUST57212625,1,2006,0.3,601.8
EXTERNAL287256,CUST90921813,1,2005,0.3,601.5
CUST89817186,CUST17247473,1,2003.5,0.3,601.05
EXTERNAL857677,CUST40642386,1,2003,0.3,600.9
EXTERNAL232836,CUST11123518,1,2002.5,0.3,600.75
CUST55380756,CUST52515201,1,2000,0.3,600
CUST62985716,EXTERNAL875101,1,2000,0.3,600
EXTERNAL907939,CUST32417932,1,2000,0.3,600
CUST85551674,EXTERNAL137192,1,1996.5,0.3,598.95
EXTERNAL637163,CUST76493457,1,1996.5,0.3,598.95
CUST50237501,CUST45534062,1,1991,0.3,597.3
EXTERNAL620178,CUST96968099,1,1991,0.3,597.3
CUST94218603,CUST32283109,1,1990,0.3,597
EXTERNAL437408,CUST50237501,1,1989.5,0.3,596.85
CUST56582279,CUST71686100,1,1988,0.3,596.4
CUST83847324,CUST79952707,1,1987.5,0.3,596.25
CUST90442626,CUST88742195,1,1985,0.3,595.5
CUST90691249,CUST11025700,1,1983.5,0.3,595.05
EXTERNAL995220,CUST93932930,1,1983,0.3,594.9
CUST97962618,CUST12344389,1,1982.5,0.3,594.75
CUST64990711,EXTERNAL117176,1,1982,0.3,594.6
CUST85551674,CUST91277769,1,1982,0.3,594.6
CUST55502501,EXTERNAL483111,1,1981,0.3,594.3
CUST15281904,CUST99561735,1,1978.5,0.3,593.55
CUST44224798,CUST43062000,1,1972,0.3,591.6
CUST24682604,CUST32417932,1,1970,0.3,591
CUST19644369,EXTERNAL469568,2,1968,0.3,590.4
EXTERNAL698122,CUST82542260,1,1966,0.3,589.8
EXTERNAL103302,CUST15182071,1,1965,0.3,589.5
EXTERNAL970609,CUST89255843,1,1963.5,0.3,589.05
EXTERNAL350569,CUST49282544,1,1963,0.3,588.9
CUST32717756,CUST13567965,1,1960,0.3,588
CUST44823081,CUST67775829,1,1960,0.3,588
CUST91414059,CUST47238196,1,1960,0.3,588
EXTERNAL883956,CUST89273283,1,1960,0.3,588
CUST54190462,CUST76138610,1,1958,0.3,587.4
CUST73707963,CUST29599066,1,1954,0.6,1172.4
CUST15182071,EXTERNAL666210,1,1952.5,0.3,585.75
CUST97078182,EXTERNAL806954,1,1952,0.3,585.6
EXTERNAL594322,CUST18826840,1,1952,0.3,585.6
CUST85769551,EXTERNAL474208,1,1951.5,0.6,1170.9
CUST19527530,CUST67775829,1,1948,0.3,584.4
CUST78516455,CUST22575999,1,1943,0.3,582.9
CUST78897393,CUST31652369,1,1943,0.3,582.9
EXTERNAL750176,CUST99163899,1,1942.5,0.3,582.75
CUST88742195,EXTERNAL323214,1,1942,0.3,582.6
EXTERNAL149830,CUST60843765,1,1941,0.3,582.3
EXTERNAL746215,CUST17871991,1,1941,0.3,582.3
EXTERNAL888380,CUST74327086,1,1940,0.3,582
CUST19615991,CUST79940613,1,1938,0.3,581.4
EXTERNAL357755,CUST73937732,1,1936.5,0.3,580.95
EXTERNAL115117,CUST72239801,1,1932,0.3,579.6
CUST29599066,CUST82211624,1,1931.5,0.3,579.45
CUST44031254,CUST60309652,1,1930,0.3,579
CUST18657988,CUST74327086,1,1929.5,0.3,578.85
EXTERNAL432692,CUST58130513,1,1928,0.3,578.4
CUST31652369,CUST88355131,1,1927,0.3,578.1
CUST26325675,CUST16194005,1,1926.5,0.3,577.95
EXTERNAL815508,CUST91848246,1,1925,0.3,577.5
CUST38927103,CUST97937165,1,1923,0.3,576.9
CUST32417932,EXTERNAL995241,1,1922,0.3,576.6
EXTERNAL957554,CUST49547303,1,1922,0.3,576.6
CUST91379645,CUST71482189,1,1920,0.3,576
EXTERNAL214066,CUST38821661,1,1920,0.3,576
CUST80835515,CUST39979987,1,1915,0.3,574.5
EXTERNAL970609,CUST66369811,1,1915,0.3,574.5
EXTERNAL707171,CUST66369811,1,1913,0.3,573.9
CUST83819139,EXTERNAL343022,1,1910,0.3,573
CUST50574512,CUST58130513,1,1907.5,0.3,572.25
EXTERNAL351273,CUST68149146,1,1906,0.3,571.8
EXTERNAL152847,CUST87958571,1,1903.5,0.3,571.05
EXTERNAL995220,CUST74270470,1,1903,0.3,570.9
CUST89955549,EXTERNAL734994,1,1900,0.3,570
EXTERNAL272373,CUST23441523,1,1900,0.3,570
EXTERNAL278770,CUST95392160,1,1900,0.3,570
EXTERNAL350569,CUST69392461,1,1900,0.3,570
EXTERNAL544876,CUST57853649,1,1890.5,0.3,567.15
CUST49868626,CUST43421234,1,1884,0.3,565.2
EXTERNAL970609,CUST54570501,1,1884,0.3,565.2
EXTERNAL274431,CUST78381392,1,1883.5,0.3,565.05
CUST51289421,EXTERNAL908108,1,1882,0.3,564.6
CUST54796750,CUST73937732,1,1881,0.3,564.3
CUST95757658,EXTERNAL919989,1,1880.5,0.3,564.15
CUST84769011,CUST71109760,1,1875,0.3,562.5
EXTERNAL214066,CUST76493457,1,1873,0.3,561.9
CUST93697369,CUST55005800,1,1870,0.3,561
CUST62031176,EXTERNAL639347,1,1868.5,0.3,560.55
EXTERNAL985690,CUST75072593,1,1866,0.3,559.8
CUST62756897,CUST87727321,1,1863,0.3,558.9
CUST56048650,CUST17871991,1,1859,0.3,557.7
CUST47262010,CUST86587232,1,1858,0.3,557.4
EXTERNAL723894,CUST34478095,1,1857.5,0.3,557.25
EXTERNAL686047,CUST98184225,1,1856.5,0.3,556.95
EXTERNAL704750,CUST62850658,1,1855,0.3,556.5
EXTERNAL968651,CUST93890401,1,1855,0.3,556.5
CUST15182071,CUST13316799,1,1854,0.3,556.2
CUST71574690,CUST44777016,1,1853.5,0.3,556.05
EXTERNAL251784,CUST21436537,1,1850,0.3,555
CUST93082199,CUST29156003,1,1847,0.3,554.1
EXTERNAL724199,CUST94686907,1,1846,0.3,553.8
EXTERNAL995220,CUST71393803,1,1845,0.3,553.5
EXTERNAL687978,CUST28813703,1,1843,0.3,552.9
CUST70152499,CUST57153721,1,1842,0.3,552.6
EXTERNAL146365,CUST78441611,1,1842,0.3,552.6
CUST27182079,CUST43421234,1,1841.5,0.3,552.45
CUST46815533,EXTERNAL995241,1,1840,0.3,552
CUST65697157,CUST14421422,1,1838,0.3,551.4
EXTERNAL579023,CUST90480699,1,1835,0.3,550.5
CUST27269092,EXTERNAL807295,1,1831,0.3,549.3
CUST47350723,EXTERNAL201333,1,1830.5,0.3,549.15
EXTERNAL433275,CUST85302937,1,1830,0.3,549
EXTERNAL817034,CUST77188529,1,1825,0.3,547.5
EXTERNAL957554,CUST23591126,1,1825,0.3,547.5
CUST85769551,CUST13567965,1,1824.5,0.6,1094.7
CUST44348689,EXTERNAL570209,1,1823,0.3,546.9
CUST38900516,CUST66959416,1,1821,0.3,546.3
EXTERNAL967544,CUST30914972,1,1820.5,0.3,546.15
EXTERNAL622408,CUST62850658,1,1819,0.3,545.7
EXTERNAL435427,CUST49112623,1,1816.5,0.3,544.95
CUST44348689,EXTERNAL241878,1,1816,0.3,544.8
EXTERNAL149830,CUST84769011,1,1816,0.3,544.8
CUST89933886,EXTERNAL295923,1,1815,0.3,544.5
CUST87689548,EXTERNAL780867,1,1814,0.3,544.2
CUST84766808,CUST64222586,1,1806,0.3,541.8
EXTERNAL465792,CUST72239801,1,1805.5,0.3,541.65
CUST90295739,CUST53103922,1,1804,0.3,541.2
EXTERNAL785181,CUST24623825,1,1802.5,0.3,540.75
CUST95028762,EXTERNAL800073,1,1800,0.3,540
EXTERNAL365632,CUST76493457,1,1800,0.3,540
CUST14147571,CUST53103922,1,1798,0.3,539.4
CUST17098365,EXTERNAL818255,1,1798,0.3,539.4
CUST70977942,CUST31937466,1,1798,1,1798
CUST25024794,CUST72239801,1,1792,0.3,537.6
EXTERNAL555055,CUST58130513,1,1790,0.3,537
EXTERNAL967475,CUST54938421,1,1790,0.3,537
EXTERNAL684417,CUST30904591,1,1784,0.3,535.2
EXTERNAL467307,CUST80429850,1,1780.5,0.3,534.15
CUST47035199,CUST22498420,1,1780,0.3,534
EXTERNAL158094,CUST78803542,1,1780,0.3,534
EXTERNAL388602,CUST62878936,1,1774,0.3,532.2
EXTERNAL728358,CUST34083787,1,1772.5,0.3,531.75
CUST59187176,EXTERNAL390924,1,1770.5,0.3,531.15
CUST69667305,EXTERNAL801218,1,1770,0.3,531
EXTERNAL345581,CUST88436666,1,1770,0.3,531
CUST56544886,EXTERNAL366135,1,1760,0.3,528
CUST79783424,CUST31937466,1,1760,0.3,528
EXTERNAL743339,CUST50237501,1,1760,0.3,528
EXTERNAL805168,CUST87635633,1,1760,0.3,528
EXTERNAL287256,CUST35875963,1,1758,0.3,527.4
EXTERNAL606192,CUST40709755,1,1755,0.3,526.5
EXTERNAL501155,CUST35936236,1,1754.5,0.3,526.35
CUST60916516,CUST21436537,1,1754,0.3,526.2
CUST83847324,CUST30466889,1,1752,0.3,525.6
EXTERNAL256962,CUST66369811,1,1746,0.3,523.8
CUST70888325,CUST80923417,1,1743,0.3,522.9
CUST30864341,CUST94687811,1,1741.5,0.3,522.45
EXTERNAL869262,CUST36183285,1,1740.5,0.3,522.15
CUST24692887,CUST63505111,1,1740,0.3,522
CUST67725297,CUST62850658,1,1740,0.3,522
EXTERNAL200776,CUST44726888,1,1740,0.3,522
CUST62169356,CUST17098365,1,1739,0.3,521.7
CUST63683643,CUST39813987,1,1738,0.3,521.4
CUST16073298,CUST15817882,1,1736,0.3,520.8
CUST14267164,CUST50237501,1,1735.5,0.3,520.65
CUST96815531,CUST57529870,1,1730,0.3,519
EXTERNAL662669,CUST62353829,1,1729.5,0.3,518.85
CUST38927103,EXTERNAL801218,1,1726,0.3,517.8
CUST73079564,EXTERNAL453310,1,1725,0.3,517.5
CUST17626754,CUST80923417,1,1724,0.3,517.2
CUST47469087,CUST35358831,1,1724,0.3,517.2
EXTERNAL172850,CUST54354632,1,1720,0.3,516
EXTERNAL724199,CUST32193850,1,1720,0.3,516
EXTERNAL260149,CUST50071501,1,1719.5,0.3,515.85
CUST45942328,CUST64222586,1,1717.5,0.3,515.25
EXTERNAL263738,CUST61709557,1,1716,0.3,514.8
CUST90380110,EXTERNAL483111,1,1715.5,0.3,514.65
CUST17026840,CUST90480699,1,1714.5,0.3,514.35
CUST35630323,CUST47469087,1,1712.5,0.3,513.75
CUST48023857,CUST77258732,1,1712,0.3,513.6
CUST81888812,CUST33707167,1,1710,0.3,513
CUST29599066,EXTERNAL406603,1,1708,0.3,512.4
CUST54180173,CUST39154143,1,1705,0.3,511.5
EXTERNAL613411,CUST28453984,1,1700.5,0.3,510.15
CUST80457722,EXTERNAL659042,1,1700,0.3,510
EXTERNAL166159,CUST42018874,1,1700,0.3,510
EXTERNAL234966,CUST33707167,1,1700,0.3,510
EXTERNAL605027,CUST28813703,1,1700,0.3,510
EXTERNAL662669,CUST42907275,1,1700,0.3,510
CUST53972922,CUST32026895,1,1693.5,0.3,508.05
CUST43701456,CUST40709755,1,1693,0.3,507.9
CUST57913348,CUST20442883,1,1693,0.3,507.9
CUST77188529,CUST97142755,1,1692,0.3,507.6
CUST90944243,CUST19045186,1,1685,0.3,505.5
CUST91633011,CUST34756871,1,1685,0.3,505.5
EXTERNAL931436,CUST99163899,1,1684,0.3,505.2
EXTERNAL738418,CUST77258732,1,1680,0.3,504
EXTERNAL941183,CUST24889770,1,1679,0.3,503.7
CUST44348689,EXTERNAL846771,1,1675,0.3,502.5
CUST46735985,CUST95701952,1,1675,0.3,502.5
EXTERNAL886577,CUST93823788,1,1674.5,0.3,502.35
CUST12906724,CUST98837518,1,1670,0.3,501
EXTERNAL228522,CUST26141961,1,1667,0.3,500.1
CUST53860337,CUST37136321,1,1664,0.3,499.2
CUST65910095,CUST95392160,1,1662,0.3,498.6
CUST57574021,CUST54570501,1,1661,0.3,498.3
CUST52269735,CUST63505111,1,1660,0.3,498
EXTERNAL350287,CUST18826840,1,1660,0.3,498
EXTERNAL633768,CUST31937466,1,1660,0.3,498
EXTERNAL801056,CUST77258732,1,1660,0.3,498
EXTERNAL674250,CUST82921884,1,1657.5,0.3,497.25
CUST28376460,CUST54490370,1,1656.5,0.3,496.95
CUST31701473,CUST93823788,1,1656,0.3,496.8
CUST62031176,CUST35072124,1,1656,0.3,496.8
CUST64700778,CUST88436666,1,1652,0.3,495.6
EXTERNAL272399,CUST18826840,1,1650,0.3,495
EXTERNAL882287,CUST56743935,1,1650,0.3,495
CUST91414059,EXTERNAL891945,1,1648,0.3,494.4
EXTERNAL455917,CUST28566221,1,1644,0.3,493.2
CUST35499587,CUST61709557,1,1642,0.3,492.6
EXTERNAL716217,CUST90480699,1,1640,0.3,492
CUST85081048,CUST68297791,1,1638.5,0.3,491.55
CUST30211550,CUST63505111,1,1631.5,0.3,489.45
CUST37729812,CUST18385502,1,1630,0.3,489
CUST60141047,CUST78293033,1,1630,0.3,489
EXTERNAL374419,CUST76493457,1,1630,0.3,489
CUST68585930,CUST18826840,1,1629,0.3,488.7
CUST80397404,CUST79801194,1,1629,0.3,488.7
EXTERNAL592132,CUST35875963,1,1628,0.3,488.4
EXTERNAL132253,CUST95701952,1,1627,0.3,488.1
EXTERNAL752705,CUST96058239,1,1624.5,0.3,487.35
CUST78749858,CUST29156003,1,1621,0.3,486.3
CUST51382572,EXTERNAL543177,1,1620,0.3,486
CUST77188529,CUST71686100,1,1619.5,0.3,485.85
CUST13567965,CUST47110564,1,1616.5,0.3,484.95
CUST15182071,CUST77920458,1,1610,0.3,483
CUST21930288,CUST90480699,1,1610,0.3,483
EXTERNAL500937,CUST80923417,1,1610,0.3,483
EXTERNAL687978,CUST43422083,1,1610,0.3,483
CUST20442883,EXTERNAL967077,1,1609.5,0.3,482.85
CUST65756237,CUST69081517,1,1608.5,0.3,482.55
CUST44814315,EXTERNAL803964,1,1608,0.3,482.4
EXTERNAL714726,CUST55614695,1,1606,0.3,481.8
CUST68423906,CUST41274277,1,1605,0.3,481.5
EXTERNAL907900,CUST99654164,1,1600,0.3,480
CUST54796750,CUST42018874,1,1593,0.3,477.9
CUST44224798,CUST14528837,1,1591,0.3,477.3
CUST29599066,CUST16194005,1,1590,0.3,477
CUST39634777,EXTERNAL717505,1,1588,0.3,476.4
EXTERNAL821563,CUST68916012,1,1587.5,0.3,476.25
EXTERNAL465772,CUST73457399,1,1583,0.3,474.9
CUST96815531,EXTERNAL377966,1,1582,0.3,474.6
CUST67189970,CUST87004445,1,1580,0.3,474
EXTERNAL865152,CUST49112623,1,1580,0.3,474
CUST76855966,CUST18432152,1,1577,0.3,473.1
CUST77188529,CUST45715683,1,1577,0.3,473.1
CUST86193577,EXTERNAL123005,1,1577,0.3,473.1
CUST50237501,CUST32007618,1,1571,0.3,471.3
EXTERNAL424238,CUST53185470,1,1570,0.3,471
EXTERNAL875382,CUST95048676,1,1570,0.3,471
CUST85769551,CUST80174234,2,1568,1,1568
EXTERNAL323214,CUST21079959,1,1567,0.3,470.1
CUST63505111,CUST49625479,1,1562,0.3,468.6
CUST62985716,EXTERNAL378740,1,1561.5,0.3,468.45
CUST37909858,CUST90480699,1,1560,0.3,468
CUST20442883,CUST12910352,1,1559.5,0.3,467.85
CUST50063935,EXTERNAL385076,1,1559,0.3,467.7
CUST37650141,EXTERNAL543211,1,1555,0.3,466.5
EXTERNAL619891,CUST62850658,1,1551.5,0.3,465.45
CUST98751418,EXTERNAL977626,1,1550,0.3,465
EXTERNAL579023,CUST15182071,1,1550,0.3,465
EXTERNAL875382,CUST31937466,1,1550,0.3,465
CUST71275061,CUST18432152,1,1545,0.3,463.5
CUST18223545,CUST89273283,1,1544,0.3,463.2
CUST29599066,CUST70005385,1,1543,0.3,462.9
EXTERNAL248256,CUST69473096,1,1543,0.3,462.9
EXTERNAL412614,CUST81139349,1,1542,0.3,462.6
EXTERNAL908010,CUST47761322,1,1540,0.3,462
CUST81300541,CUST39925086,1,1538,0.3,461.4
EXTERNAL182880,CUST80923417,1,1536,0.3,460.8
CUST69667305,CUST98273474,1,1529,0.3,458.7
CUST54180173,CUST75877351,1,1528,0.3,458.4
EXTERNAL228489,CUST20442883,1,1528,0.3,458.4
CUST42219945,CUST73707963,1,1527.5,0.6,916.5
CUST37532199,CUST41966919,1,1525,0.3,457.5
CUST54180173,CUST40748487,1,1520,0.3,456
EXTERNAL858706,CUST30222372,1,1520,0.3,456
CUST18480796,CUST23501713,1,1518.5,0.3,455.55
CUST55502501,EXTERNAL226600,1,1518,0.3,455.4
CUST98751418,CUST99163899,1,1517,0.3,455.1
EXTERNAL761564,CUST87731042,1,1508,0.3,452.4
CUST44605894,EXTERNAL534167,1,1506,0.3,451.8
EXTERNAL678694,CUST77258732,1,1505,0.3,451.5
CUST11053299,CUST19764961,1,1504,0.3,451.2
CUST64262982,CUST54490370,1,1502,0.3,450.6
CUST78136383,CUST62878936,1,1500,0.3,450
EXTERNAL671059,CUST88355131,1,1495,0.3,448.5
CUST15182071,CUST59652158,1,1493,0.3,447.9
CUST15503361,EXTERNAL265097,1,1489,0.3,446.7
CUST22498420,EXTERNAL263738,1,1488,0.3,446.4
CUST50063935,CUST89805020,1,1488,0.3,446.4
CUST39225154,CUST56743935,1,1484,0.3,445.2
EXTERNAL662669,CUST73352007,1,1484,0.3,445.2
EXTERNAL439731,CUST70977942,1,1481,1,1481
EXTERNAL563609,CUST12910352,1,1480,0.3,444
EXTERNAL100877,CUST83124299,1,1478.5,0.3,443.55
CUST19527530,CUST99654164,1,1476,0.3,442.8
EXTERNAL262559,CUST87779877,1,1475,0.3,442.5
CUST33342203,CUST47761322,1,1473.5,0.3,442.05
EXTERNAL756713,CUST90480699,1,1473.5,0.3,442.05
CUST15182071,EXTERNAL182053,1,1469.5,0.3,440.85
CUST18480796,EXTERNAL897509,1,1468.5,0.3,440.55
EXTERNAL995220,CUST50579675,1,1467.5,0.3,440.25
EXTERNAL260755,CUST47035199,1,1467,0.3,440.1
CUST91156693,CUST22695181,1,1465,0.3,439.5
EXTERNAL967077,CUST12910352,1,1464.5,0.3,439.35
CUST50237501,CUST15396725,1,1462,0.3,438.6
CUST73352007,CUST35875963,1,1461,0.3,438.3
CUST60356596,CUST49824186,1,1460,0.3,438
EXTERNAL991615,CUST56883807,1,1457.5,0.3,437.25
EXTERNAL378075,CUST46447625,1,1454,0.3,436.2
CUST93823788,EXTERNAL895082,1,1453,0.3,435.9
EXTERNAL231335,CUST87004445,1,1452.5,0.3,435.75
EXTERNAL114943,CUST32417932,1,1450,0.3,435
EXTERNAL527902,CUST79816537,1,1450,0.3,435
CUST86249244,CUST79272838,1,1448.5,0.3,434.55
EXTERNAL495418,CUST55005800,1,1447.5,0.3,434.25
EXTERNAL310569,CUST41274277,1,1446,0.3,433.8
CUST40825860,EXTERNAL170805,1,1445.5,0.3,433.65
CUST58178784,CUST69205008,1,1445,0.3,433.5
